Probe Set ID	Gene Symbol	Gene Title	Entrez Gene
TC05001611.hg.1	NA	NA	NA
TC05001612.hg.1	NA	NA	NA
TC05001613.hg.1	NA	NA	NA
TC05001614.hg.1	PCSK1	proprotein convertase subtilisin/kexin type 1	5122
TC05001615.hg.1	NA	NA	NA
TC05001616.hg.1	NA	NA	NA
TC05001617.hg.1	ERAP1	endoplasmic reticulum aminopeptidase 1	51752
TC05001618.hg.1	NA	NA	NA
TC05001619.hg.1	NA	NA	NA
TC05001620.hg.1	LIX1	Lix1 homolog (chicken)	167410
TC05001621.hg.1	RIOK2	RIO kinase 2 (yeast)	55781
TC05001622.hg.1	NA	NA	NA
TC05001623.hg.1	NA	NA	NA
TC05001624.hg.1	NA	NA	NA
TC05001625.hg.1	NA	NA	NA
TC05001626.hg.1	NA	NA	NA
TC05001627.hg.1	FLJ35946	uncharacterized protein FLJ35946	503569
TC05001628.hg.1	CHD1	chromodomain helicase DNA binding protein 1	1105
TC05001629.hg.1	NA	NA	NA
TC05001630.hg.1	NA	NA	NA
TC05001631.hg.1	NA	NA	NA
TC05001632.hg.1	NA	NA	NA
TC05001633.hg.1	NA	NA	NA
TC05001635.hg.1	LOC100133050	glucuronidase, beta pseudogene	100133050
TC05001636.hg.1	NA	NA	NA
TC05001637.hg.1	NA	NA	NA
TC05001638.hg.1	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	7903
TC05001639.hg.1	MIR548P	microRNA 548p	100302288
TC05001640.hg.1	NA	NA	NA
TC05001641.hg.1	SLCO4C1	solute carrier organic anion transporter family, member 4C1	353189
TC05001642.hg.1	SLCO6A1	solute carrier organic anion transporter family, member 6A1	133482
TC05001643.hg.1	NA	NA	NA
TC05001644.hg.1	GIN1	gypsy retrotransposon integrase 1	54826
TC05001645.hg.1	NA	NA	NA
TC05001646.hg.1	NA	NA	NA
TC05001648.hg.1	NA	NA	NA
TC05001649.hg.1	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	83594
TC05001650.hg.1	NA	NA	NA
TC05001651.hg.1	NA	NA	NA
TC05001652.hg.1	NA	NA	NA
TC05001653.hg.1	NA	NA	NA
TC05001654.hg.1	NA	NA	NA
TC05001655.hg.1	NA	NA	NA
TC05001656.hg.1	NA	NA	NA
TC05001657.hg.1	EFNA5	ephrin-A5	1946
TC05001658.hg.1	NA	NA	NA
TC05001659.hg.1	NA	NA	NA
TC05001660.hg.1	FBXL17	F-box and leucine-rich repeat protein 17	64839
TC05001661.hg.1	NA	NA	NA
TC05001662.hg.1	NA	NA	NA
TC05001663.hg.1	NA	NA	NA
TC05001664.hg.1	PJA2	praja ring finger 2	9867
TC05001665.hg.1	NA	NA	NA
TC05001666.hg.1	TMEM232	transmembrane protein 232	642987
TC05001667.hg.1	MIR548F3	microRNA 548f-3	100302159
TC05001668.hg.1	NA	NA	NA
TC05001669.hg.1	NA	NA	NA
TC05001670.hg.1	NA	NA	NA
TC05001671.hg.1	NA	NA	NA
TC05001672.hg.1	NA	NA	NA
TC05001673.hg.1	STARD4	StAR-related lipid transfer (START) domain containing 4	134429
TC05001674.hg.1	C5orf13	chromosome 5 open reading frame 13	9315
TC05001675.hg.1	NA	NA	NA
TC05001676.hg.1	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	64097
TC05001678.hg.1	REEP5	receptor accessory protein 5	7905
TC05001679.hg.1	MCC	mutated in colorectal cancers	4163
TC05001680.hg.1	TSSK1B	testis-specific serine kinase 1B	83942
TC05001681.hg.1	NA	NA	NA
TC05001682.hg.1	NA	NA	NA
TC05001683.hg.1	NA	NA	NA
TC05001684.hg.1	TRIM36	tripartite motif containing 36	55521
TC05001685.hg.1	NA	NA	NA
TC05001686.hg.1	NA	NA	NA
TC05001687.hg.1	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	5229
TC05001688.hg.1	CCDC112	coiled-coil domain containing 112	153733
TC05001689.hg.1	FEM1C	fem-1 homolog c (C. elegans)	56929
TC05001690.hg.1	NA	NA	NA
TC05001691.hg.1	NA	NA	NA
TC05001692.hg.1	NA	NA	NA
TC05001693.hg.1	CDO1	cysteine dioxygenase, type I	1036
TC05001694.hg.1	ATG12	ATG12 autophagy related 12 homolog (S. cerevisiae)	9140
TC05001695.hg.1	NA	NA	NA
TC05001696.hg.1	NA	NA	NA
TC05001697.hg.1	NA	NA	NA
TC05001698.hg.1	NA	NA	NA
TC05001699.hg.1	NA	NA	NA
TC05001700.hg.1	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	57556
TC05001701.hg.1	NA	NA	NA
TC05001702.hg.1	NA	NA	NA
TC05001703.hg.1	NA	NA	NA
TC05001704.hg.1	NA	NA	NA
TC05001705.hg.1	NA	NA	NA
TC05001706.hg.1	DTWD2	DTW domain containing 2	285605
TC05001707.hg.1	NA	NA	NA
TC05001708.hg.1	NA	NA	NA
TC05001709.hg.1	NA	NA	NA
TC05001710.hg.1	NA	NA	NA
TC05001711.hg.1	NA	NA	NA
TC05001712.hg.1	NA	NA	NA
TC05001713.hg.1	NA	NA	NA
TC05001714.hg.1	LOX	lysyl oxidase	4015
TC05001715.hg.1	NA	NA	NA
TC05001716.hg.1	NA	NA	NA
TC05001717.hg.1	NA	NA	NA
TC05001718.hg.1	MGC32805	uncharacterized protein MGC32805	153163
TC05001719.hg.1	MGC32805	uncharacterized protein MGC32805	153163
TC05001720.hg.1	NA	NA	NA
TC05001721.hg.1	NA	NA	NA
TC05001722.hg.1	NA	NA	NA
TC05001723.hg.1	PPIC	peptidylprolyl isomerase C (cyclophilin C)	5480
TC05001724.hg.1	NA	NA	NA
TC05001725.hg.1	CEP120	centrosomal protein 120kDa	153241
TC05001726.hg.1	NA	NA	NA
TC05001727.hg.1	NA	NA	NA
TC05001728.hg.1	NA	NA	NA
TC05001729.hg.1	NA	NA	NA
TC05001730.hg.1	NA	NA	NA
TC05001731.hg.1	ZNF608	zinc finger protein 608	57507
TC05001732.hg.1	NA	NA	NA
TC05001733.hg.1	NA	NA	NA
TC05001734.hg.1	NA	NA	NA
TC05001735.hg.1	NA	NA	NA
TC05001736.hg.1	NA	NA	NA
TC05001737.hg.1	NA	NA	NA
TC05001738.hg.1	NA	NA	NA
TC05001739.hg.1	NA	NA	NA
TC05001740.hg.1	NA	NA	NA
TC05001741.hg.1	NA	NA	NA
TC05001742.hg.1	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	501
TC05001743.hg.1	NA	NA	NA
TC05001744.hg.1	NA	NA	NA
TC05001745.hg.1	NA	NA	NA
TC05001746.hg.1	MARCH3	membrane-associated ring finger (C3HC4) 3	115123
TC05001747.hg.1	NA	NA	NA
TC05001748.hg.1	NA	NA	NA
TC05001749.hg.1	NA	NA	NA
TC05001750.hg.1	FLJ33630	uncharacterized LOC644873	644873
TC05001751.hg.1	NA	NA	NA
TC05001752.hg.1	FBN2	fibrillin 2	2201
TC05001753.hg.1	NA	NA	NA
TC05001754.hg.1	MIR4460	microRNA 4460	100616325
TC05001755.hg.1	NA	NA	NA
TC05001756.hg.1	NA	NA	NA
TC05001757.hg.1	NA	NA	NA
TC05001758.hg.1	HINT1	histidine triad nucleotide binding protein 1	3094
TC05001759.hg.1	NA	NA	NA
TC05001761.hg.1	ACSL6	acyl-CoA synthetase long-chain family member 6	23305
TC05001762.hg.1	NA	NA	NA
TC05001763.hg.1	P4HA2	prolyl 4-hydroxylase, alpha polypeptide II	8974
TC05001764.hg.1	LOC553103	uncharacterized LOC553103	553103
TC05001765.hg.1	MIR3936	microRNA 3936	100500865
TC05001766.hg.1	NA	NA	NA
TC05001767.hg.1	IRF1	interferon regulatory factor 1	3659
TC05001768.hg.1	NA	NA	NA
TC05001769.hg.1	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	3567
TC05001770.hg.1	NA	NA	NA
TC05001771.hg.1	KIF3A	kinesin family member 3A	11127
TC05001772.hg.1	SEPT8	septin 8	23176
TC05001773.hg.1	SHROOM1	shroom family member 1	134549
TC05001774.hg.1	NA	NA	NA
TC05001775.hg.1	GDF9	growth differentiation factor 9	2661
TC05001776.hg.1	AFF4	AF4/FMR2 family, member 4	27125
TC05001777.hg.1	NA	NA	NA
TC05001778.hg.1	ZCCHC10	zinc finger, CCHC domain containing 10	54819
TC05001779.hg.1	LOC100506102	uncharacterized LOC100506102	100506102
TC05001780.hg.1	FSTL4	follistatin-like 4	23105
TC05001781.hg.1	MIR1289-2	microRNA 1289-2	100302134
TC05001782.hg.1	NA	NA	NA
TC05001783.hg.1	NA	NA	NA
TC05001784.hg.1	C5orf15	chromosome 5 open reading frame 15	56951
TC05001785.hg.1	VDAC1	voltage-dependent anion channel 1	7416
TC05001787.hg.1	NA	NA	NA
TC05001788.hg.1	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	91368
TC05001789.hg.1	NA	NA	NA
TC05001790.hg.1	NA	NA	NA
TC05001791.hg.1	NA	NA	NA
TC05001792.hg.1	NA	NA	NA
TC05001793.hg.1	SAR1B	SAR1 homolog B (S. cerevisiae)	51128
TC05001794.hg.1	NA	NA	NA
TC05001795.hg.1	NA	NA	NA
TC05001796.hg.1	NA	NA	NA
TC05001797.hg.1	PITX1	paired-like homeodomain 1	5307
TC05001798.hg.1	NA	NA	NA
TC05001799.hg.1	NA	NA	NA
TC05001800.hg.1	LOC340073	uncharacterized LOC340073	340073
TC05001801.hg.1	H2AFY	H2A histone family, member Y	9555
TC05001803.hg.1	NEUROG1	neurogenin 1	4762
TC05001804.hg.1	CXCL14	chemokine (C-X-C motif) ligand 14	9547
TC05001805.hg.1	LOC340074	uncharacterized LOC340074	340074
TC05001806.hg.1	NA	NA	NA
TC05001807.hg.1	IL9	interleukin 9	3578
TC05001808.hg.1	NA	NA	NA
TC05001809.hg.1	LECT2	leukocyte cell-derived chemotaxin 2	3950
TC05001810.hg.1	VTRNA2-1	vault RNA 2-1	100126299
TC05001811.hg.1	SMAD5-AS1	SMAD5 antisense RNA 1 (non-protein coding)	9597
TC05001812.hg.1	LOC389332	uncharacterized LOC389332	389332
TC05001813.hg.1	TRPC7	transient receptor potential cation channel, subfamily C, member 7	57113
TC05001814.hg.1	NA	NA	NA
TC05001815.hg.1	NA	NA	NA
TC05001816.hg.1	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	6695
TC05001817.hg.1	KLHL3	kelch-like 3 (Drosophila)	26249
TC05001818.hg.1	MIR874	microRNA 874	100126343
TC05001819.hg.1	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949
TC05001820.hg.1	NA	NA	NA
TC05001821.hg.1	NA	NA	NA
TC05001822.hg.1	FAM13B	family with sequence similarity 13, member B	51306
TC05001823.hg.1	NA	NA	NA
TC05001824.hg.1	NME5	non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)	8382
TC05001825.hg.1	NA	NA	NA
TC05001826.hg.1	BRD8	bromodomain containing 8	10902
TC05001827.hg.1	CDC23	cell division cycle 23 homolog (S. cerevisiae)	8697
TC05001828.hg.1	GFRA3	GDNF family receptor alpha 3	2676
TC05001829.hg.1	CDC25C	cell division cycle 25 homolog C (S. pombe)	995
TC05001830.hg.1	NA	NA	NA
TC05001831.hg.1	ETF1	eukaryotic translation termination factor 1	2107
TC05001832.hg.1	HSPA9	heat shock 70kDa protein 9 (mortalin)	3313
TC05001833.hg.1	NA	NA	NA
TC05001834.hg.1	SNORD63	small nucleolar RNA, C/D box 63	26785
TC05001835.hg.1	NA	NA	NA
TC05001836.hg.1	LRRTM2	leucine rich repeat transmembrane neuronal 2	26045
TC05001837.hg.1	SIL1	SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	64374
TC05001838.hg.1	NA	NA	NA
TC05001839.hg.1	NA	NA	NA
TC05001840.hg.1	SLC23A1	solute carrier family 23 (nucleobase transporters), member 1	9963
TC05001841.hg.1	MZB1	marginal zone B and B1 cell-specific protein	51237
TC05001842.hg.1	C5orf65	chromosome 5 open reading frame 65	389333
TC05001843.hg.1	SPATA24	spermatogenesis associated 24	202051
TC05001845.hg.1	TMEM173	transmembrane protein 173	340061
TC05001846.hg.1	NA	NA	NA
TC05001847.hg.1	NA	NA	NA
TC05001848.hg.1	NA	NA	NA
TC05001849.hg.1	NA	NA	NA
TC05001850.hg.1	NA	NA	NA
TC05001851.hg.1	NRG2	neuregulin 2	9542
TC05001852.hg.1	LOC100505636	uncharacterized LOC100505636	100505636
TC05001853.hg.1	PFDN1	prefoldin subunit 1	5201
TC05001854.hg.1	HBEGF	heparin-binding EGF-like growth factor	1839
TC05001855.hg.1	NA	NA	NA
TC05001856.hg.1	NA	NA	NA
TC05001857.hg.1	NA	NA	NA
TC05001858.hg.1	NA	NA	NA
TC05001859.hg.1	NA	NA	NA
TC05001861.hg.1	CD14	CD14 molecule	929
TC05001862.hg.1	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	4695
TC05001863.hg.1	NA	NA	NA
TC05001864.hg.1	DND1	dead end homolog 1 (zebrafish)	373863
TC05001865.hg.1	HARS	histidyl-tRNA synthetase	3035
TC05001866.hg.1	NA	NA	NA
TC05001867.hg.1	NA	NA	NA
TC05001868.hg.1	SLC25A2	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2	83884
TC05001869.hg.1	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	6879
TC05001870.hg.1	DIAPH1	diaphanous homolog 1 (Drosophila)	1729
TC05001871.hg.1	HDAC3	histone deacetylase 3	8841
TC05001872.hg.1	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	64411
TC05001873.hg.1	FCHSD1	FCH and double SH3 domains 1	89848
TC05001874.hg.1	NA	NA	NA
TC05001875.hg.1	PCDH1	protocadherin 1	5097
TC05001876.hg.1	LOC729080	glycine cleavage system protein H (aminomethyl carrier) pseudogene	729080
TC05001877.hg.1	PCDH12	protocadherin 12	51294
TC05001878.hg.1	NA	NA	NA
TC05001879.hg.1	GNPDA1	glucosamine-6-phosphate deaminase 1	10007
TC05001880.hg.1	SPRY4	sprouty homolog 4 (Drosophila)	81848
TC05001881.hg.1	NA	NA	NA
TC05001882.hg.1	NA	NA	NA
TC05001883.hg.1	FGF1	fibroblast growth factor 1 (acidic)	2246
TC05001884.hg.1	NA	NA	NA
TC05001885.hg.1	NA	NA	NA
TC05001886.hg.1	NA	NA	NA
TC05001887.hg.1	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2908
TC05001888.hg.1	NA	NA	NA
TC05001889.hg.1	NA	NA	NA
TC05001890.hg.1	NA	NA	NA
TC05001891.hg.1	YIPF5	Yip1 domain family, member 5	81555
TC05001892.hg.1	NA	NA	NA
TC05001893.hg.1	NA	NA	NA
TC05001894.hg.1	NA	NA	NA
TC05001896.hg.1	PRELID2	PRELI domain containing 2	153768
TC05001897.hg.1	GRXCR2	glutaredoxin, cysteine rich 2	643226
TC05001898.hg.1	PLAC8L1	PLAC8-like 1	153770
TC05001899.hg.1	NA	NA	NA
TC05001900.hg.1	LARS	leucyl-tRNA synthetase	51520
TC05001901.hg.1	NA	NA	NA
TC05001902.hg.1	NA	NA	NA
TC05001903.hg.1	NA	NA	NA
TC05001904.hg.1	GPR151	G protein-coupled receptor 151	134391
TC05001905.hg.1	NA	NA	NA
TC05001906.hg.1	PPP2R2B	protein phosphatase 2, regulatory subunit B, beta	5521
TC05001907.hg.1	NA	NA	NA
TC05001908.hg.1	NA	NA	NA
TC05001909.hg.1	DPYSL3	dihydropyrimidinase-like 3	1809
TC05001910.hg.1	JAKMIP2	janus kinase and microtubule interacting protein 2	9832
TC05001911.hg.1	SPINK1	serine peptidase inhibitor, Kazal type 1	6690
TC05001912.hg.1	C5orf46	chromosome 5 open reading frame 46	389336
TC05001913.hg.1	NA	NA	NA
TC05001914.hg.1	NA	NA	NA
TC05001916.hg.1	NA	NA	NA
TC05001917.hg.1	NA	NA	NA
TC05001918.hg.1	MIR584	microRNA 584	693169
TC05001919.hg.1	NA	NA	NA
TC05001920.hg.1	NA	NA	NA
TC05001921.hg.1	NA	NA	NA
TC05001922.hg.1	IL17B	interleukin 17B	27190
TC05001924.hg.1	CSNK1A1	casein kinase 1, alpha 1	1452
TC05001925.hg.1	NA	NA	NA
TC05001926.hg.1	NA	NA	NA
TC05001927.hg.1	NA	NA	NA
TC05001928.hg.1	PDE6A	phosphodiesterase 6A, cGMP-specific, rod, alpha	5145
TC05001929.hg.1	NA	NA	NA
TC05001930.hg.1	TIGD6	tigger transposable element derived 6	81789
TC05001931.hg.1	NA	NA	NA
TC05001932.hg.1	CSF1R	colony stimulating factor 1 receptor	1436
TC05001933.hg.1	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	5159
TC05001934.hg.1	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha	815
TC05001935.hg.1	ARSI	arylsulfatase family, member I	340075
TC05001936.hg.1	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	972
TC05001937.hg.1	RPS14	ribosomal protein S14	6208
TC05001938.hg.1	NA	NA	NA
TC05001939.hg.1	NA	NA	NA
TC05001940.hg.1	NA	NA	NA
TC05001941.hg.1	NA	NA	NA
TC05001942.hg.1	RBM22	RNA binding motif protein 22	55696
TC05001943.hg.1	DCTN4	dynactin 4 (p62)	51164
TC05001944.hg.1	ZNF300	zinc finger protein 300	91975
TC05001945.hg.1	ZNF300P1	zinc finger protein 300 pseudogene 1	134466
TC05001946.hg.1	TNIP1	TNFAIP3 interacting protein 1	10318
TC05001947.hg.1	ANXA6	annexin A6	309
TC05001948.hg.1	NA	NA	NA
TC05001949.hg.1	CCDC69	coiled-coil domain containing 69	26112
TC05001950.hg.1	SLC36A3	solute carrier family 36 (proton/amino acid symporter), member 3	285641
TC05001951.hg.1	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2	153201
TC05001952.hg.1	NA	NA	NA
TC05001953.hg.1	NA	NA	NA
TC05001954.hg.1	FAT2	FAT tumor suppressor homolog 2 (Drosophila)	2196
TC05001955.hg.1	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	6678
TC05001956.hg.1	NA	NA	NA
TC05001957.hg.1	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)	475
TC05001958.hg.1	NA	NA	NA
TC05001959.hg.1	NA	NA	NA
TC05001960.hg.1	GLRA1	glycine receptor, alpha 1	2741
TC05001961.hg.1	NA	NA	NA
TC05001962.hg.1	NA	NA	NA
TC05001963.hg.1	NMUR2	neuromedin U receptor 2	56923
TC05001964.hg.1	NA	NA	NA
TC05001965.hg.1	NA	NA	NA
TC05001966.hg.1	FAM114A2	family with sequence similarity 114, member A2	10827
TC05001967.hg.1	NA	NA	NA
TC05001968.hg.1	FLJ38109	uncharacterized LOC386627	386627
TC05001969.hg.1	NA	NA	NA
TC05001970.hg.1	HAND1	heart and neural crest derivatives expressed 1	9421
TC05001971.hg.1	NA	NA	NA
TC05001972.hg.1	MIR3141	microRNA 3141	100422950
TC05001973.hg.1	C5orf4	chromosome 5 open reading frame 4	10826
TC05001974.hg.1	GEMIN5	gem (nuclear organelle) associated protein 5	25929
TC05001975.hg.1	NA	NA	NA
TC05001976.hg.1	TIMD4	T-cell immunoglobulin and mucin domain containing 4	91937
TC05001977.hg.1	HAVCR1	hepatitis A virus cellular receptor 1	26762
TC05001979.hg.1	FAM71B	family with sequence similarity 71, member B	153745
TC05001980.hg.1	NA	NA	NA
TC05001981.hg.1	NA	NA	NA
TC05001982.hg.1	NA	NA	NA
TC05001983.hg.1	FNDC9	fibronectin type III domain containing 9	408263
TC05001984.hg.1	NA	NA	NA
TC05001985.hg.1	NA	NA	NA
TC05001986.hg.1	ADAM19	ADAM metallopeptidase domain 19	8728
TC05001987.hg.1	SOX30	SRY (sex determining region Y)-box 30	11063
TC05001988.hg.1	NA	NA	NA
TC05001989.hg.1	CLINT1	clathrin interactor 1	9685
TC05001990.hg.1	NA	NA	NA
TC05001991.hg.1	NA	NA	NA
TC05001992.hg.1	NA	NA	NA
TC05001993.hg.1	NA	NA	NA
TC05001994.hg.1	NA	NA	NA
TC05001995.hg.1	EBF1	early B-cell factor 1	1879
TC05001996.hg.1	RNF145	ring finger protein 145	153830
TC05001997.hg.1	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	3593
TC05001998.hg.1	LOC285627	uncharacterized LOC285627	285627
TC05001999.hg.1	NA	NA	NA
TC05002000.hg.1	NA	NA	NA
TC05002001.hg.1	NA	NA	NA
TC05002002.hg.1	NA	NA	NA
TC05002003.hg.1	PWWP2A	PWWP domain containing 2A	114825
TC05002004.hg.1	NA	NA	NA
TC05002005.hg.1	NA	NA	NA
TC05002007.hg.1	CCNJL	cyclin J-like	79616
TC05002008.hg.1	C1QTNF2	C1q and tumor necrosis factor related protein 2	114898
TC05002009.hg.1	C5orf54	chromosome 5 open reading frame 54	63920
TC05002010.hg.1	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	10569
TC05002011.hg.1	ATP10B	ATPase, class V, type 10B	23120
TC05002012.hg.1	LOC285629	uncharacterized LOC285629	285629
TC05002013.hg.1	NA	NA	NA
TC05002014.hg.1	GABRB2	gamma-aminobutyric acid (GABA) A receptor, beta 2	2561
TC05002015.hg.1	NA	NA	NA
TC05002016.hg.1	NA	NA	NA
TC05002017.hg.1	NA	NA	NA
TC05002018.hg.1	NA	NA	NA
TC05002019.hg.1	NA	NA	NA
TC05002020.hg.1	NUDCD2	NudC domain containing 2	134492
TC05002021.hg.1	NA	NA	NA
TC05002022.hg.1	NA	NA	NA
TC05002023.hg.1	NA	NA	NA
TC05002024.hg.1	NA	NA	NA
TC05002025.hg.1	NA	NA	NA
TC05002026.hg.1	NA	NA	NA
TC05002027.hg.1	NA	NA	NA
TC05002028.hg.1	NA	NA	NA
TC05002029.hg.1	NA	NA	NA
TC05002030.hg.1	NA	NA	NA
TC05002031.hg.1	NA	NA	NA
TC05002032.hg.1	NA	NA	NA
TC05002033.hg.1	NA	NA	NA
TC05002034.hg.1	NA	NA	NA
TC05002035.hg.1	NA	NA	NA
TC05002036.hg.1	NA	NA	NA
TC05002037.hg.1	NA	NA	NA
TC05002038.hg.1	NA	NA	NA
TC05002039.hg.1	NA	NA	NA
TC05002040.hg.1	NA	NA	NA
TC05002041.hg.1	PANK3	pantothenate kinase 3	79646
TC05002042.hg.1	NA	NA	NA
TC05002043.hg.1	SLIT3	slit homolog 3 (Drosophila)	6586
TC05002044.hg.1	MIR218-2	microRNA 218-2	407001
TC05002045.hg.1	NA	NA	NA
TC05002046.hg.1	MIR585	microRNA 585	693170
TC05002047.hg.1	NA	NA	NA
TC05002048.hg.1	FAM196B	family with sequence similarity 196, member B	100131897
TC05002049.hg.1	LOC100507267	uncharacterized LOC100507267	100507267
TC05002050.hg.1	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	3937
TC05002051.hg.1	LOC100128059	uncharacterized LOC100128059	100128059
TC05002052.hg.1	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	3779
TC05002053.hg.1	NA	NA	NA
TC05002054.hg.1	NA	NA	NA
TC05002055.hg.1	MIR4454	microRNA 4454	100616234
TC05002056.hg.1	LOC728145	uncharacterized LOC728145	728145
TC05002057.hg.1	MIR3912	microRNA 3912	100500831
TC05002058.hg.1	FBXW11	F-box and WD repeat domain containing 11	23291
TC05002059.hg.1	STK10	serine/threonine kinase 10	6793
TC05002060.hg.1	UBTD2	ubiquitin domain containing 2	92181
TC05002061.hg.1	NA	NA	NA
TC05002062.hg.1	SH3PXD2B	SH3 and PX domains 2B	285590
TC05002063.hg.1	NA	NA	NA
TC05002064.hg.1	NA	NA	NA
TC05002065.hg.1	NA	NA	NA
TC05002066.hg.1	DUSP1	dual specificity phosphatase 1	1843
TC05002067.hg.1	NA	NA	NA
TC05002068.hg.1	LOC100268168	uncharacterized LOC100268168	100268168
TC05002069.hg.1	NA	NA	NA
TC05002070.hg.1	NA	NA	NA
TC05002071.hg.1	NKX2-5	NK2 homeobox 5	1482
TC05002072.hg.1	NA	NA	NA
TC05002073.hg.1	NA	NA	NA
TC05002074.hg.1	NA	NA	NA
TC05002075.hg.1	STC2	stanniocalcin 2	8614
TC05002076.hg.1	NA	NA	NA
TC05002077.hg.1	BOD1	biorientation of chromosomes in cell division 1	91272
TC05002078.hg.1	NA	NA	NA
TC05002079.hg.1	NA	NA	NA
TC05002080.hg.1	NA	NA	NA
TC05002081.hg.1	NA	NA	NA
TC05002082.hg.1	FLJ16171	FLJ16171 protein	441116
TC05002083.hg.1	DRD1	dopamine receptor D1	1812
TC05002084.hg.1	NA	NA	NA
TC05002085.hg.1	NA	NA	NA
TC05002086.hg.1	NA	NA	NA
TC05002087.hg.1	THOC3	THO complex 3	84321
TC05002088.hg.1	NA	NA	NA
TC05002089.hg.1	NA	NA	NA
TC05002090.hg.1	LOC643201	centrosomal protein 192kDa pseudogene	643201
TC05002091.hg.1	KIAA1191	KIAA1191	57179
TC05002092.hg.1	NOP16	NOP16 nucleolar protein homolog (yeast)	51491
TC05002093.hg.1	CLTB	clathrin, light chain B	1212
TC05002094.hg.1	RNF44	ring finger protein 44	22838
TC05002095.hg.1	GPRIN1	G protein regulated inducer of neurite outgrowth 1	114787
TC05002096.hg.1	SNCB	synuclein, beta	6620
TC05002097.hg.1	MIR4281	microRNA 4281	100422962
TC05002098.hg.1	NA	NA	NA
TC05002099.hg.1	NA	NA	NA
TC05002100.hg.1	HK3	hexokinase 3 (white cell)	3101
TC05002101.hg.1	UIMC1	ubiquitin interaction motif containing 1	51720
TC05002103.hg.1	LMAN2	lectin, mannose-binding 2	10960
TC05002104.hg.1	PFN3	profilin 3	345456
TC05002105.hg.1	F12	coagulation factor XII (Hageman factor)	2161
TC05002106.hg.1	LOC340037	uncharacterized LOC340037	340037
TC05002107.hg.1	NA	NA	NA
TC05002108.hg.1	DBN1	drebrin 1	1627
TC05002109.hg.1	NA	NA	NA
TC05002110.hg.1	PDLIM7	PDZ and LIM domain 7 (enigma)	9260
TC05002111.hg.1	DOK3	docking protein 3	79930
TC05002112.hg.1	DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	51428
TC05002113.hg.1	FAM193B	family with sequence similarity 193, member B	54540
TC05002114.hg.1	LOC202181	chromosome 5 open reading frame 25 pseudogene	202181
TC05002115.hg.1	FAM153A	family with sequence similarity 153, member A	285596
TC05002116.hg.1	NA	NA	NA
TC05002117.hg.1	NA	NA	NA
TC05002118.hg.1	PROP1	PROP paired-like homeobox 1	5626
TC05002120.hg.1	NHP2	NHP2 ribonucleoprotein homolog (yeast)	55651
TC05002121.hg.1	GMCL1P1	germ cell-less homolog 1 (Drosophila) pseudogene 1	64396
TC05002122.hg.1	AGXT2L2	alanine-glyoxylate aminotransferase 2-like 2	85007
TC05002123.hg.1	COL23A1	collagen, type XXIII, alpha 1	91522
TC05002124.hg.1	NA	NA	NA
TC05002125.hg.1	CLK4	CDC-like kinase 4	57396
TC05002126.hg.1	ZNF354A	zinc finger protein 354A	6940
TC05002127.hg.1	AACSP1	acetoacetyl-CoA synthetase pseudogene 1	729522
TC05002128.hg.1	NA	NA	NA
TC05002129.hg.1	GRM6	glutamate receptor, metabotropic 6	2916
TC05002130.hg.1	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	9509
TC05002131.hg.1	NA	NA	NA
TC05002132.hg.1	NA	NA	NA
TC05002134.hg.1	NA	NA	NA
TC05002135.hg.1	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	3187
